2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Starting TwitterToKafkaServiceApplication using Java 17.0.6 with PID 11298 (/Users/macintosh/IdeaProjects/microservices-pro/twitter-to-kafka-service/target/classes started by macintosh in /Users/macintosh/IdeaProjects/microservices-pro)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Started TwitterToKafkaServiceApplication in 0.848 seconds (process running for 1.52)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - App starts...
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - [Java, Microservices, Spring, Kafka, Elasticsearch]
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Welcomes Godfred
2023-05-22 21:30:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Besuere conque aulviner libero ascenes elit Spring aulviner conque libero ipsum ultricies
2023-05-22 21:30:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes porttitor dolor elit sensectetuer Dasse Kafka Lorem elit elit aulviner
2023-05-22 21:30:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit conque porttitor Lorem aulviner Java Besuere ultricies porttitor
2023-05-22 21:30:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor dolor elit elit magna ipsum Spring ascenes Dasse Lorem libero
2023-05-22 21:30:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem magna adipiscina libero Elasticsearch ipsum ascenes ascenes
2023-05-22 21:30:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes adipiscina elit Lorem elit elit ascenes Java ipsum elit adipiscina adipiscina libero
2023-05-22 21:30:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero Lorem Besuere adipiscina Elasticsearch conque ipsum dolor
2023-05-22 21:30:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum dolor aulviner sensectetuer sensectetuer libero Durus Microservices libero sed ultricies Lorem porttitor dolor
2023-05-22 21:30:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ascenes magna sensectetuer Microservices Durus Dasse conque
2023-05-22 21:30:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ipsum Durus ultricies sed Besuere ipsum ipsum Kafka sed sed sensectetuer Dasse dolor magna
2023-05-22 21:31:31 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Starting TwitterToKafkaServiceApplication using Java 17.0.6 with PID 14395 (/Users/macintosh/IdeaProjects/microservices-pro/twitter-to-kafka-service/target/classes started by macintosh in /Users/macintosh/IdeaProjects/microservices-pro)
2023-05-22 21:31:31 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-22 21:31:31 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Started TwitterToKafkaServiceApplication in 0.762 seconds (process running for 1.438)
2023-05-22 21:31:31 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - App starts...
2023-05-22 21:31:31 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - [Java, Microservices, Spring, Kafka, Elasticsearch]
2023-05-22 21:31:31 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Welcomes Godfred
2023-05-22 21:31:31 [main] INFO  i.m.p.r.impl.MockKafkaStreamRunner - Started Mocking Twitter Data Stream for Keywords [Java, Microservices, Spring, Kafka, Elasticsearch]
2023-05-22 21:31:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum dolor magna libero sensectetuer magna Java Durus Besuere Durus libero
2023-05-22 21:31:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Dasse porttitor Kafka libero ultricies
2023-05-22 21:31:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ipsum Lorem ascenes conque Durus elit porttitor Microservices Lorem conque elit porttitor elit conque
2023-05-22 21:31:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes ascenes dolor Besuere Durus dolor sensectetuer ipsum Kafka ipsum libero adipiscina aulviner ascenes sensectetuer dolor
2023-05-22 21:31:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus ascenes Besuere magna sed Lorem Durus Dasse Elasticsearch Besuere ascenes ipsum Dasse ultricies libero conque
2023-05-22 21:31:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes magna ipsum Durus libero Dasse Durus Dasse Elasticsearch Besuere magna ascenes sensectetuer Lorem Besuere sensectetuer
2023-05-22 21:31:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Durus adipiscina sensectetuer dolor Java adipiscina porttitor conque Lorem
2023-05-22 21:31:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Lorem magna porttitor elit ipsum aulviner sensectetuer Spring sensectetuer dolor libero magna Dasse porttitor
2023-05-22 21:31:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor libero Durus Besuere Durus Durus sed sed Elasticsearch Besuere conque Lorem Durus conque sed Durus
2023-05-22 21:31:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna aulviner sensectetuer libero aulviner libero elit Besuere Microservices sensectetuer Lorem adipiscina elit elit elit ascenes
2023-05-22 21:31:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Lorem porttitor aulviner Kafka libero Durus ipsum
2023-05-22 21:31:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Besuere magna magna adipiscina libero dolor Spring sensectetuer aulviner ascenes adipiscina elit sed
2023-05-22 21:31:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque sensectetuer Lorem adipiscina Besuere Java Durus sed ipsum aulviner
2023-05-22 21:31:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere ascenes porttitor Besuere Durus Dasse porttitor Kafka Dasse Besuere Besuere adipiscina Dasse conque
2023-05-22 21:31:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies magna ascenes Dasse Kafka aulviner sed Dasse
2023-05-22 21:31:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Dasse ultricies sensectetuer libero Lorem elit Elasticsearch conque libero Durus adipiscina libero libero
2023-05-22 21:31:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere sensectetuer elit ultricies magna ascenes Spring Durus ipsum ipsum ultricies
2023-05-22 21:31:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum porttitor ipsum magna Elasticsearch sensectetuer ipsum
2023-05-22 21:31:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner conque ipsum aulviner elit Spring ultricies Dasse Dasse aulviner
2023-05-22 21:31:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem magna porttitor porttitor Elasticsearch porttitor libero
2023-05-22 21:31:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum Durus elit ultricies ultricies ascenes aulviner Spring dolor dolor aulviner ascenes sensectetuer elit
2023-05-22 21:31:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed ascenes elit magna Kafka aulviner ipsum Dasse
2023-05-22 21:31:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere ascenes Durus sed sed ascenes libero Microservices Besuere Lorem sed libero Besuere
2023-05-22 21:31:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Durus magna libero ascenes Dasse libero Java ascenes ultricies Lorem ipsum Besuere
2023-05-22 21:31:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit aulviner adipiscina porttitor ascenes Java libero magna sed
2023-05-22 21:31:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna aulviner conque Microservices sed dolor
2023-05-22 21:31:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor adipiscina Lorem ipsum adipiscina Durus magna Lorem Spring sed dolor conque sensectetuer conque Dasse
2023-05-22 21:31:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ultricies sensectetuer adipiscina dolor ascenes Besuere Java conque magna Besuere Besuere sensectetuer
2023-05-22 21:32:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner magna libero magna libero magna Elasticsearch adipiscina Lorem ascenes sensectetuer Lorem
2023-05-22 21:32:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Besuere magna magna Kafka ultricies magna aulviner
2023-05-22 21:32:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed sensectetuer ipsum adipiscina Lorem dolor ascenes dolor Java magna ipsum elit libero dolor conque dolor
2023-05-22 21:32:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Lorem Besuere Lorem Kafka libero adipiscina Besuere
2023-05-22 21:32:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem Dasse Lorem Microservices aulviner porttitor
2023-05-22 21:32:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero magna sensectetuer adipiscina sed Microservices sed Besuere ultricies
2023-05-22 21:32:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies sensectetuer sensectetuer Lorem ultricies porttitor Lorem Kafka conque adipiscina magna Lorem conque
2023-05-22 21:32:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem ascenes elit elit ascenes sed Spring ipsum ipsum dolor Durus
2023-05-22 21:32:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor ascenes Durus aulviner sed adipiscina dolor Kafka libero Besuere conque sed ipsum elit
2023-05-22 21:32:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Besuere Dasse Lorem Spring sed adipiscina ascenes
2023-05-22 21:32:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque aulviner ultricies sed Dasse sed Spring dolor Lorem conque dolor
2023-05-22 21:32:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor conque Besuere aulviner Lorem ascenes elit Kafka elit ipsum aulviner porttitor ipsum elit
2023-05-22 21:32:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ultricies libero ipsum Durus ascenes sed conque Kafka ascenes Dasse porttitor libero Durus aulviner magna
2023-05-22 21:32:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes ultricies Dasse adipiscina Durus ultricies porttitor porttitor Kafka Dasse aulviner ultricies Lorem libero Dasse
2023-05-22 21:32:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna ipsum Besuere Dasse ascenes aulviner Java ultricies Dasse elit Dasse ascenes
2023-05-22 21:32:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Besuere aulviner Dasse adipiscina magna aulviner Kafka ipsum ascenes adipiscina sensectetuer sed ipsum
2023-05-22 21:32:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere magna ascenes porttitor ultricies Kafka porttitor adipiscina conque aulviner
2023-05-22 21:32:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque sed magna Dasse sed Kafka porttitor Dasse ultricies
2023-05-22 21:32:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer aulviner porttitor magna ultricies ipsum Durus Kafka conque dolor sensectetuer aulviner Dasse
2023-05-22 21:32:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor aulviner Lorem sensectetuer porttitor ultricies elit libero Kafka Besuere sensectetuer ultricies porttitor Besuere Dasse conque
2023-05-22 21:32:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere aulviner sed Dasse Java sed sed
2023-05-22 21:32:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Besuere libero porttitor Lorem Durus Spring ascenes elit Besuere libero
2023-05-22 21:32:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes ipsum elit magna Kafka aulviner ascenes aulviner
2023-05-22 21:32:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Dasse ipsum ascenes ascenes Lorem ultricies Kafka Lorem Lorem sed adipiscina aulviner
2023-05-22 21:32:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes elit magna libero Java conque Lorem
2023-05-22 21:32:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque Durus Durus ascenes magna sensectetuer sensectetuer Elasticsearch porttitor sensectetuer Durus magna Lorem
2023-05-22 21:32:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus sensectetuer Durus ascenes Durus Java sensectetuer sensectetuer Lorem libero
2023-05-22 21:32:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner aulviner porttitor elit ascenes ultricies Java sensectetuer libero Durus ipsum
2023-05-22 21:32:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit porttitor Lorem Besuere ascenes ipsum ascenes ultricies Java porttitor conque porttitor magna adipiscina Besuere
2023-05-22 21:32:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor libero ipsum aulviner porttitor conque libero conque Kafka adipiscina porttitor magna conque sensectetuer Dasse
2023-05-22 21:32:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum sed porttitor dolor sensectetuer sensectetuer aulviner Java dolor porttitor porttitor conque ascenes elit
2023-05-22 21:32:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum magna aulviner sensectetuer dolor ascenes Dasse Microservices sed sed libero sed conque
2023-05-22 21:32:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse ascenes Durus conque Java Durus ipsum elit
2023-05-22 21:32:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina porttitor elit dolor ascenes Spring dolor libero adipiscina
2023-05-22 21:32:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Dasse Durus magna Microservices Lorem ipsum dolor
2023-05-22 21:32:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina dolor libero Durus sensectetuer Lorem aulviner sed Kafka conque porttitor dolor magna libero dolor dolor
2023-05-22 21:32:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse porttitor adipiscina Besuere sensectetuer Lorem Elasticsearch porttitor elit ipsum Dasse Lorem
2023-05-22 21:32:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ipsum libero dolor porttitor Kafka libero Dasse ultricies ascenes
2023-05-22 21:32:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies ultricies magna conque Microservices elit ipsum sed
2023-05-22 21:32:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Dasse Dasse dolor dolor dolor Java aulviner ascenes magna Durus Besuere
2023-05-22 21:32:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque sensectetuer elit sed magna Spring conque Durus magna
2023-05-22 21:32:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer ultricies dolor ascenes adipiscina conque porttitor ascenes Microservices Lorem ultricies ipsum libero sensectetuer Lorem
2023-05-22 21:32:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque dolor Dasse elit Spring conque sensectetuer
2023-05-22 21:32:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed aulviner libero adipiscina aulviner conque conque adipiscina Elasticsearch libero dolor porttitor sed ascenes Lorem
2023-05-22 21:32:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes elit Besuere sensectetuer libero libero Kafka sensectetuer magna aulviner Durus ascenes
2023-05-22 21:32:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina aulviner ascenes libero ultricies Besuere Spring ultricies Dasse conque Durus
2023-05-22 21:32:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Durus ipsum ascenes Microservices libero conque Besuere
2023-05-22 21:32:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque dolor conque ultricies magna Microservices adipiscina adipiscina adipiscina conque
2023-05-22 21:32:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse ascenes Besuere Dasse aulviner Spring porttitor Besuere ipsum
2023-05-22 21:32:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor sed ultricies Besuere porttitor sensectetuer Java aulviner Besuere magna porttitor
2023-05-22 21:32:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner ultricies Besuere aulviner Spring aulviner ascenes
2023-05-22 21:32:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse adipiscina Durus elit ascenes Lorem Besuere Elasticsearch Dasse Lorem Lorem Dasse Lorem
2023-05-22 21:32:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque porttitor Lorem ascenes Spring porttitor adipiscina
2023-05-22 21:32:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Durus aulviner libero conque Java Durus Besuere ultricies adipiscina
2023-05-22 21:32:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere dolor ascenes ultricies Kafka sed ascenes Durus
2023-05-22 21:32:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor ultricies Dasse sensectetuer Besuere ipsum Java adipiscina ipsum ascenes Durus
2023-05-22 21:32:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Lorem adipiscina Spring ultricies sensectetuer
2023-05-22 21:32:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Besuere ascenes magna Spring Durus elit
2023-05-22 21:32:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse elit sensectetuer ipsum sed ascenes ipsum Kafka elit elit ultricies sed libero
2023-05-22 21:32:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere sensectetuer ascenes libero sensectetuer Microservices elit Dasse adipiscina
2023-05-22 21:33:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor libero Dasse Kafka libero Lorem
2023-05-22 21:33:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna porttitor sensectetuer aulviner adipiscina elit adipiscina ipsum Spring elit adipiscina ipsum ascenes porttitor porttitor sensectetuer
2023-05-22 21:33:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Lorem ipsum magna Durus Lorem conque Dasse Microservices ascenes sensectetuer Besuere libero sensectetuer elit
2023-05-22 21:33:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer ultricies adipiscina Kafka Besuere porttitor
2023-05-22 21:33:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Besuere ultricies elit Besuere ipsum ascenes ultricies Elasticsearch libero Dasse elit elit porttitor ascenes ultricies
2023-05-22 21:33:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse dolor porttitor ascenes Dasse Microservices sensectetuer magna Besuere
2023-05-22 21:33:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna ultricies sed elit Dasse Spring Durus Dasse libero
2023-05-22 21:33:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna ipsum sensectetuer sed ipsum Microservices adipiscina Besuere elit
2023-05-22 21:33:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse elit sed libero adipiscina adipiscina dolor conque Spring ultricies conque sensectetuer Durus ultricies conque Lorem
2023-05-22 21:33:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes ipsum libero ultricies Microservices adipiscina sensectetuer
2023-05-22 21:33:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque ultricies adipiscina adipiscina Lorem Kafka ascenes porttitor ipsum ipsum
2023-05-22 21:33:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ultricies adipiscina aulviner magna dolor Kafka conque dolor sed sed
2023-05-22 21:33:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Besuere libero Lorem dolor ascenes Elasticsearch ultricies sensectetuer porttitor Durus
2023-05-22 21:33:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ascenes adipiscina Dasse Elasticsearch Dasse conque
2023-05-22 21:33:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem porttitor Lorem dolor conque aulviner porttitor Kafka elit Besuere adipiscina sensectetuer elit
2023-05-22 21:33:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor magna ascenes ipsum sed conque magna Microservices elit magna aulviner sed Besuere
2023-05-22 21:33:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor magna ascenes adipiscina ipsum ipsum aulviner Kafka adipiscina aulviner Lorem adipiscina dolor
2023-05-22 21:33:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor conque magna Java Durus dolor
2023-05-22 21:33:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque libero elit elit libero aulviner Dasse Microservices Lorem Durus magna Durus libero porttitor
2023-05-22 21:33:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque sed ascenes Dasse Java Durus Lorem
2023-05-22 21:33:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Besuere Dasse Dasse porttitor ipsum Spring ascenes ipsum conque porttitor Durus
2023-05-22 21:33:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Lorem ultricies adipiscina magna Spring porttitor libero Besuere
2023-05-22 21:33:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Besuere Lorem Elasticsearch elit sensectetuer
2023-05-22 21:33:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem ultricies adipiscina sensectetuer elit Java libero ultricies ultricies
2023-05-22 21:33:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse ascenes ipsum dolor conque Dasse Besuere Kafka conque Durus Durus Durus Durus magna
2023-05-22 21:33:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed dolor Durus aulviner Kafka Besuere elit ascenes
2023-05-22 21:33:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Durus ascenes adipiscina Spring elit elit conque
2023-05-22 21:33:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus elit ascenes conque Lorem sensectetuer Microservices ultricies magna adipiscina Lorem Besuere
2023-05-22 21:33:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna dolor magna porttitor elit Kafka aulviner aulviner sensectetuer
2023-05-22 21:33:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Durus elit Elasticsearch Lorem Besuere
2023-05-22 21:33:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem Lorem aulviner ultricies Durus Lorem aulviner libero Elasticsearch Besuere ascenes dolor adipiscina Lorem sensectetuer ascenes
2023-05-22 21:33:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum adipiscina libero Microservices elit Besuere
2023-05-22 21:33:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer elit aulviner elit porttitor dolor Besuere Kafka Durus sensectetuer Besuere adipiscina ascenes Besuere
2023-05-22 21:33:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Besuere libero sed magna dolor adipiscina Java elit elit Dasse sensectetuer porttitor Besuere
2023-05-22 21:33:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Dasse adipiscina Besuere sed conque adipiscina Microservices sed Lorem adipiscina aulviner ipsum Dasse
2023-05-22 21:33:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Lorem Besuere Java Dasse adipiscina
